id,title,release_date,vote_average,vote_count,popularity,runtime,budget,revenue,original_language,genres,director,actor_principal,grupo
1907,The Beach,2000-02-03,6.484,4728,4.6872,119,40000000,144056873,en,"Drama, Adventure, Romance, Thriller",Danny Boyle,Leonardo DiCaprio,regular
136797,Need for Speed,2014-03-12,6.437,4724,6.3731,132,66000000,203277636,en,"Action, Crime, Drama, Thriller",Scott Waugh,Aaron Paul,regular
71552,American Reunion,2012-04-04,6.312,4722,7.9854,114,50000000,234989584,en,Comedy,Jon Hurwitz,Jason Biggs,regular
109418,Grown Ups 2,2013-07-11,6.178,4723,10.9282,101,80000000,247022278,en,Comedy,Dennis Dugan,Adam Sandler,regular
1701,Con Air,1997-06-05,6.779,4722,10.8638,116,75000000,224012234,en,"Action, Thriller, Crime",Simon West,Nicolas Cage,regular
400155,Hotel Transylvania 3: Summer Vacation,2018-06-28,6.851,4713,10.1967,97,80000000,528600000,en,"Animation, Comedy, Family, Fantasy",Genndy Tartakovsky,Adam Sandler,regular
55721,Bridesmaids,2011-05-13,6.509,4692,5.9891,125,32500000,288383523,en,"Comedy, Romance",Paul Feig,Kristen Wiig,regular
9732,The Lion King II: Simba's Pride,1998-10-24,6.94,4687,8.4913,81,0,0,en,"Adventure, Animation, Drama, Family, Romance",Darrell Rooney,Matthew Broderick,regular
1903,Vanilla Sky,2001-12-14,6.824,4687,6.3606,136,68000000,203388341,en,"Mystery, Romance, Science Fiction",Cameron Crowe,Tom Cruise,regular
10137,Stuart Little,1999-12-17,6.079,4678,7.3065,84,133000000,300135367,en,"Family, Fantasy, Comedy, Adventure",Rob Minkoff,Michael J. Fox,regular
399035,The Commuter,2018-01-11,6.367,4676,6.0407,104,30000000,119942387,en,"Action, Thriller, Mystery",Jaume Collet-Serra,Liam Neeson,regular
34851,Predators,2010-07-07,6.3,4664,8.4813,107,40000000,127233108,en,"Science Fiction, Action, Thriller",Nimród Antal,Adrien Brody,regular
227156,The Giver,2014-08-13,6.559,4658,4.8531,97,25000000,66980456,en,"Drama, Science Fiction",Phillip Noyce,Jeff Bridges,regular
123553,The Mortal Instruments: City of Bones,2013-08-21,6.425,4657,4.7152,130,60000000,95396573,en,"Fantasy, Action, Mystery",Harald Zwart,Lily Collins,regular
305470,Power Rangers,2017-03-23,6.249,4653,6.0444,124,105000000,142300000,en,"Action, Adventure, Science Fiction",Dean Israelite,Dacre Montgomery,regular
325133,Neighbors 2: Sorority Rising,2016-05-04,5.816,4636,3.5828,92,35000000,108007109,en,Comedy,Nicholas Stoller,Seth Rogen,regular
5175,Rush Hour 2,2001-08-03,6.77,4634,8.8977,90,90000000,347325802,en,"Action, Comedy, Crime",Brett Ratner,Jackie Chan,regular
8699,Anchorman: The Legend of Ron Burgundy,2004-06-28,6.704,4621,3.306,95,26000000,90574188,en,Comedy,Adam McKay,Will Ferrell,regular
291870,Dirty Grandpa,2016-01-20,5.939,4613,4.8988,102,11500000,94100000,en,Comedy,Dan Mazer,Robert De Niro,regular
6947,The Village,2004-07-30,6.489,4612,4.9876,108,60000000,256700000,en,"Drama, Mystery, Thriller",M. Night Shyamalan,Bryce Dallas Howard,regular
484247,A Simple Favor,2018-09-13,6.642,4612,4.0315,117,20000000,97644617,en,"Thriller, Comedy, Mystery",Paul Feig,Anna Kendrick,regular
7737,Resident Evil: Extinction,2007-09-20,6.306,4604,1.6059,94,45000000,147717833,en,"Horror, Action, Science Fiction",Russell Mulcahy,Milla Jovovich,regular
417859,Puss in Boots,2011-10-27,6.601,4602,8.4663,90,130000000,554987477,en,"Action, Adventure, Animation, Comedy, Family",Chris Miller,Antonio Banderas,regular
138697,Don Jon,2013-09-12,6.013,4598,6.4245,90,3000000,0,en,"Romance, Comedy, Drama",Joseph Gordon-Levitt,Joseph Gordon-Levitt,regular
27581,The Other Guys,2010-08-06,6.332,4600,5.9476,107,100000000,170432927,en,"Comedy, Action",Adam McKay,Will Ferrell,regular
1452,Superman Returns,2006-06-28,5.8,4599,8.2775,154,223000000,391081192,en,"Science Fiction, Action, Adventure",Bryan Singer,Brandon Routh,regular
339988,The Circle,2017-04-27,5.52,4598,3.3256,110,18000000,40651864,en,"Drama, Thriller, Science Fiction",James Ponsoldt,Emma Watson,regular
91586,Insidious: Chapter 2,2013-09-12,6.681,4597,6.8406,106,5000000,161921515,en,"Horror, Thriller",James Wan,Patrick Wilson,regular
9286,Final Destination 3,2006-02-09,6.15,4592,8.1773,92,25000000,118890272,en,"Horror, Mystery",James Wong,Mary Elizabeth Winstead,regular
9273,Ace Ventura: When Nature Calls,1995-11-10,6.3,4590,4.2279,90,30000000,212385533,en,"Crime, Comedy, Adventure",Steve Oedekerk,Jim Carrey,regular
8835,Legally Blonde,2001-07-13,6.817,4583,10.5785,96,18000000,141778365,en,Comedy,Robert Luketic,Reese Witherspoon,regular
2698,Evan Almighty,2007-06-09,5.588,4581,5.2018,96,175000000,174440724,en,"Fantasy, Comedy, Family",Tom Shadyac,Steve Carell,regular
12153,White Chicks,2004-06-23,6.948,4580,22.2661,109,37000000,113100000,en,"Comedy, Crime",Keenen Ivory Wayans,Shawn Wayans,regular
10719,Elf,2003-11-07,6.7,4579,6.1098,97,32000000,228500000,en,"Comedy, Family, Fantasy",Jon Favreau,Will Ferrell,regular
329996,Dumbo,2019-03-27,6.589,4536,4.9793,112,170000000,353284621,en,"Family, Fantasy, Adventure",Tim Burton,Colin Farrell,regular
4256,Scary Movie 3,2003-10-24,5.976,4536,14.2273,84,45000000,220673217,en,Comedy,David Zucker,Anna Faris,regular
136400,2 Guns,2013-08-02,6.541,4532,5.2529,109,61000000,131940411,en,"Action, Comedy, Crime",Baltasar Kormákur,Denzel Washington,regular
4327,Charlie's Angels,2000-11-02,5.854,4532,10.2936,98,92000000,264105545,en,"Action, Comedy, Adventure",McG,Cameron Diaz,regular
1996,Lara Croft: Tomb Raider - The Cradle of Life,2003-07-21,5.759,4530,3.9358,117,95000000,160099222,en,"Adventure, Action, Fantasy",Jan de Bont,Angelina Jolie,regular
72545,Journey 2: The Mysterious Island,2012-01-19,6.145,4528,7.0017,94,79000000,355692760,en,"Adventure, Action, Science Fiction",Brad Peyton,Dwayne Johnson,regular
1371,Rocky III,1982-05-28,6.905,4521,6.5945,100,17000000,125052898,en,Drama,Sylvester Stallone,Sylvester Stallone,regular
57165,Wrath of the Titans,2012-03-28,5.768,4518,5.6299,99,150000000,301970083,en,"Fantasy, Adventure, Action",Jonathan Liebesman,Sam Worthington,regular
2789,The Chronicles of Riddick,2004-06-11,6.555,4512,3.4205,119,105000000,115772733,en,"Action, Science Fiction",David Twohy,Vin Diesel,regular
9919,How to Lose a Guy in 10 Days,2003-02-07,6.869,4503,9.0449,116,50000000,177500000,en,"Comedy, Romance",Donald Petrie,Kate Hudson,regular
116741,The Internship,2013-06-07,6.243,4499,0.1858,119,58000000,93500000,en,Comedy,Shawn Levy,Vince Vaughn,regular
558449,Gladiator II,2024-11-13,6.607,4498,13.8899,148,310000000,462180717,en,"Action, Adventure, Drama",Ridley Scott,Paul Mescal,regular
270946,Penguins of Madagascar,2014-11-22,6.536,4494,13.3291,92,132000000,373515621,en,"Family, Animation, Adventure, Comedy",Simon J. Smith,Tom McGrath,regular
272693,The DUFF,2015-02-20,6.758,4480,3.7935,100,8500000,43528634,en,"Romance, Comedy",Ari Sandel,Mae Whitman,regular
360920,The Grinch,2018-11-08,6.865,4452,10.0119,85,75000000,552976825,en,"Animation, Comedy, Family, Fantasy",Yarrow Cheney,Benedict Cumberbatch,regular
9392,The Descent,2005-07-08,6.983,4443,7.2936,100,3500000,57130027,en,"Adventure, Horror",Neil Marshall,Shauna Macdonald,regular
869,Planet of the Apes,2001-07-26,5.77,4440,6.9899,120,100000000,362211740,en,"Thriller, Science Fiction, Action, Adventure",Tim Burton,Mark Wahlberg,regular
503736,Army of the Dead,2021-05-14,6.199,4439,5.5668,148,90000000,190700000,en,"Crime, Action, Horror",Zack Snyder,Dave Bautista,regular
132232,Mama,2013-01-17,6.295,4438,5.2233,100,15000000,146428180,en,Horror,Andy Muschietti,Jessica Chastain,regular
188161,A Million Ways to Die in the West,2014-05-22,6.048,4432,4.696,116,40000000,86400000,en,"Comedy, Western",Seth MacFarlane,Seth MacFarlane,regular
87421,Riddick,2013-09-02,6.344,4433,7.0394,119,38000000,98337295,en,"Science Fiction, Action, Thriller",David Twohy,Vin Diesel,regular
356305,Why Him?,2016-12-22,6.385,4428,4.6569,111,38000000,118102725,en,Comedy,John Hamburg,Bryan Cranston,regular
224141,Into the Woods,2014-12-24,5.761,4428,3.6119,125,50000000,212902372,en,"Fantasy, Comedy",Rob Marshall,Anna Kendrick,regular
8273,American Wedding,2003-08-01,6.222,4417,5.0703,103,55000000,231449203,en,"Comedy, Romance",Jesse Dylan,Jason Biggs,regular
8698,The League of Extraordinary Gentlemen,2003-07-11,6.014,4414,4.8281,110,78000000,179265204,en,"Fantasy, Action, Thriller, Science Fiction",Stephen Norrington,Sean Connery,regular
227159,Horrible Bosses 2,2014-11-12,6.181,4409,3.3195,108,42000000,107645357,en,Comedy,Sean Anders,Jason Bateman,regular
3981,What Women Want,2000-12-15,6.455,4408,7.608,127,70000000,374100000,en,"Comedy, Romance",Nancy Meyers,Mel Gibson,regular
402,Basic Instinct,1992-03-20,6.949,4402,12.1085,128,49000000,352927224,en,"Thriller, Mystery",Paul Verhoeven,Michael Douglas,regular
834,Underworld: Evolution,2006-01-12,6.603,4393,5.5354,106,50000000,111476513,en,"Fantasy, Action, Thriller",Len Wiseman,Kate Beckinsale,regular
321697,Steve Jobs,2015-10-09,6.774,4387,3.2049,122,30000000,34400000,en,"Drama, History",Danny Boyle,Michael Fassbender,regular
205775,In the Heart of the Sea,2015-12-03,6.766,4384,5.0049,122,100000000,93900000,en,"Thriller, Drama, Adventure, Action, History",Ron Howard,Chris Hemsworth,regular
52520,Underworld: Awakening,2012-01-19,6.333,4377,4.3454,88,70000000,160112671,en,"Fantasy, Action, Horror",Måns Mårlind,Kate Beckinsale,regular
205584,Gods of Egypt,2016-02-25,5.698,4374,8.1022,127,140000000,150680864,en,"Action, Adventure, Fantasy",Alex Proyas,Nikolaj Coster-Waldau,regular
929590,Civil War,2024-04-10,6.857,4368,9.824,109,50000000,126542249,en,"War, Action, Drama",Alex Garland,Kirsten Dunst,regular
184315,Hercules,2014-07-23,5.8,4366,10.4763,98,100000000,244819862,en,"Action, Adventure",Brett Ratner,Dwayne Johnson,regular
710,GoldenEye,1995-11-16,6.9,4361,7.1264,130,60000000,352194034,en,"Adventure, Action, Thriller",Martin Campbell,Pierce Brosnan,regular
9342,The Mask of Zorro,1998-07-16,6.585,4354,6.39,138,95000000,250288523,en,"Action, Adventure",Martin Campbell,Antonio Banderas,regular
9297,Monster House,2006-06-30,6.71,4353,8.2035,91,75000000,140175006,en,"Animation, Comedy, Family, Fantasy",Gil Kenan,Mitchel Musso,regular
1369,Rambo: First Blood Part II,1985-05-21,6.662,4344,7.9891,96,44000000,300400432,en,"Action, Adventure, Thriller, War",George P. Cosmatos,Sylvester Stallone,regular
146216,RED 2,2013-07-18,6.5,4342,4.5311,116,84000000,148075565,en,"Action, Comedy, Crime, Thriller",Dean Parisot,Bruce Willis,regular
71679,Resident Evil: Retribution,2012-09-12,5.83,4335,0.5288,95,65000000,240159255,en,"Action, Horror, Science Fiction",Paul W. S. Anderson,Milla Jovovich,regular
36648,Blade: Trinity,2004-12-08,5.864,4335,7.1356,113,65000000,128905366,en,"Action, Horror, Science Fiction",David S. Goyer,Wesley Snipes,regular
4964,Knocked Up,2007-06-01,6.304,4308,4.2879,129,30000000,219900000,en,"Comedy, Romance, Drama",Judd Apatow,Seth Rogen,regular
49524,R.I.P.D.,2013-07-18,5.858,4309,3.8245,96,130000000,61600000,en,"Fantasy, Action, Comedy",Robert Schwentke,Jeff Bridges,regular
86838,Seven Psychopaths,2012-10-12,6.822,4302,4.2232,110,15000000,33035736,en,"Comedy, Crime",Martin McDonagh,Colin Farrell,regular
22971,Dear John,2010-02-04,6.836,4297,3.6559,108,25000000,114977104,en,"Drama, Romance, War",Lasse Hallström,Amanda Seyfried,regular
1272,Sunshine,2007-04-05,6.969,4295,5.2421,108,50000000,34800000,en,"Science Fiction, Thriller",Danny Boyle,Cillian Murphy,regular
274479,Joy,2015-12-24,6.554,4294,2.8647,124,60000000,101134059,en,"Drama, Comedy",David O. Russell,Jennifer Lawrence,regular
10330,Freaky Friday,2003-08-05,6.587,4295,4.829,97,26000000,160846332,en,"Comedy, Family, Fantasy",Mark Waters,Lindsay Lohan,regular
7555,Rambo,2008-01-24,6.699,4292,8.0057,92,50000000,113200000,en,"Action, Thriller, War",Sylvester Stallone,Sylvester Stallone,regular
725201,The Gray Man,2022-07-13,6.91,4289,8.8981,128,200000000,454023,en,"Action, Thriller",Joe Russo,Ryan Gosling,regular
515195,Yesterday,2019-06-26,6.687,4281,3.682,116,26000000,154608856,en,"Comedy, Fantasy, Music, Romance",Danny Boyle,Himesh Patel,regular
2123,"Me, Myself & Irene",2000-06-22,6.621,4279,5.7414,117,51000000,149270999,en,Comedy,Peter Farrelly,Jim Carrey,regular
912649,Venom: The Last Dance,2024-10-22,6.675,4277,21.0748,109,120000000,478937618,en,"Science Fiction, Action, Adventure",Kelly Marcel,Tom Hardy,regular
19994,Jennifer's Body,2009-09-18,6.0,4275,9.41,107,16000000,31556061,en,"Horror, Comedy",Karyn Kusama,Megan Fox,regular
376659,Bad Moms,2016-07-28,6.489,4274,4.4207,100,20000000,183936074,en,Comedy,Scott Moore,Mila Kunis,regular
7453,The Hitchhiker's Guide to the Galaxy,2005-04-28,6.687,4273,4.8415,109,50000000,104500000,en,"Adventure, Comedy, Science Fiction",Garth Jennings,Martin Freeman,regular
82682,Gangster Squad,2013-01-09,6.381,4266,3.7578,113,60000000,105200000,en,"Crime, Drama, Action, Thriller",Ruben Fleischer,Josh Brolin,regular
8920,Garfield,2004-06-10,5.733,4262,6.0614,80,50000000,200800000,en,"Comedy, Family",Peter Hewitt,Bill Murray,regular
929,Godzilla,1998-05-20,5.651,4251,5.4337,139,130000000,379014294,en,"Science Fiction, Action, Thriller",Roland Emmerich,Matthew Broderick,regular
442249,The First Purge,2018-07-04,6.001,4247,3.5815,97,13000000,137056262,en,"Action, Horror, Thriller",Gerard McMurray,Y'lan Noel,regular
522938,Rambo: Last Blood,2019-09-18,6.532,4246,8.6596,89,50000000,91500000,en,"Action, Thriller, Drama",Adrian Grünberg,Sylvester Stallone,regular
1493,Miss Congeniality,2000-12-22,6.529,4246,4.7423,110,45000000,212000000,en,"Comedy, Crime, Action",Donald Petrie,Sandra Bullock,regular
228161,Home,2015-03-18,6.789,4245,8.8569,94,135000000,368871007,en,"Fantasy, Comedy, Animation, Science Fiction, Family",Tim Johnson,Jim Parsons,regular
1948,Crank,2006-08-31,6.663,4240,5.6918,88,12000000,42900000,en,"Action, Thriller, Crime",Brian Taylor,Jason Statham,regular
379686,Space Jam: A New Legacy,2021-07-08,6.638,4239,5.8514,115,150000000,163692228,en,"Family, Comedy, Adventure, Animation, Science Fiction",Malcolm D. Lee,LeBron James,regular
10189,Pineapple Express,2008-08-06,6.643,4234,4.5557,112,27000000,101624843,en,"Action, Comedy, Crime",David Gordon Green,Seth Rogen,regular
225886,Sex Tape,2014-07-17,5.405,4231,9.7653,94,40000000,126069509,en,Comedy,Jake Kasdan,Cameron Diaz,regular
460019,Truth or Dare,2018-04-12,5.939,4227,3.8384,101,3500000,95330493,en,"Thriller, Horror",Jeff Wadlow,Nolan Gerard Funk,regular
35791,Resident Evil: Afterlife,2010-09-01,6.053,4219,0.3027,97,60000000,300228084,en,"Action, Adventure, Horror, Science Fiction",Paul W. S. Anderson,Milla Jovovich,regular
505026,Death on the Nile,2022-02-09,6.41,4211,8.2846,127,90000000,137307235,en,"Mystery, Crime, Thriller",Kenneth Branagh,Kenneth Branagh,regular
340837,A Cure for Wellness,2017-02-15,6.349,4205,5.751,146,40000000,26620002,en,"Horror, Mystery, Science Fiction",Gore Verbinski,Dane DeHaan,regular
41446,Scream 4,2011-04-13,6.483,4205,7.746,111,40000000,97231420,en,"Horror, Mystery",Wes Craven,Neve Campbell,regular
1817,Phone Booth,2003-01-06,6.872,4193,4.9535,81,13000000,97837138,en,"Thriller, Crime",Joel Schumacher,Colin Farrell,regular
569547,Black Mirror: Bandersnatch,2018-12-28,6.761,4191,3.16,90,0,0,en,"Thriller, Science Fiction, Mystery",David Slade,Fionn Whitehead,regular
335977,Indiana Jones and the Dial of Destiny,2023-06-25,6.51,4190,8.6452,155,294700000,383963057,en,"Adventure, Action",James Mangold,Harrison Ford,regular
136795,The Heat,2013-06-27,6.59,4188,5.2231,117,43000000,229930771,en,"Action, Comedy, Crime",Paul Feig,Sandra Bullock,regular
48138,Unknown,2011-02-16,6.688,4186,5.0724,113,30000000,130786397,en,"Action, Mystery, Thriller",Jaume Collet-Serra,Liam Neeson,regular
189,Sin City: A Dame to Kill For,2014-08-20,6.401,4184,6.8254,102,65000000,39407616,en,"Action, Crime, Thriller",Frank Miller,Jessica Alba,regular
9982,Chicken Little,2005-11-04,5.916,4180,10.5231,81,150000000,314400000,en,"Animation, Family, Comedy",Mark Dindal,Zach Braff,regular
10483,Death Race,2008-08-22,6.311,4164,7.141,105,45000000,76000000,en,"Action, Thriller, Science Fiction",Paul W. S. Anderson,Jason Statham,regular
64686,47 Ronin,2013-12-06,6.208,4163,5.7089,119,175000000,151783839,en,"Drama, Action, Fantasy",Carl Rinsch,Keanu Reeves,regular
345911,Lights Out,2016-07-21,6.373,4153,4.9963,81,4900000,149368835,en,Horror,David F. Sandberg,Teresa Palmer,regular
75174,The Grey,2012-01-26,6.577,4150,5.7002,117,25000000,79781695,en,"Action, Adventure, Thriller",Joe Carnahan,Liam Neeson,regular
9313,The Man in the Iron Mask,1998-03-12,6.654,4147,5.825,132,35000000,183000000,en,"Adventure, Action, Drama",Randall Wallace,Leonardo DiCaprio,regular
9739,Demolition Man,1993-10-08,6.756,4130,6.0572,115,57000000,159055768,en,"Crime, Action, Science Fiction",Marco Brambilla,Sylvester Stallone,regular
4148,Revolutionary Road,2008-12-19,6.985,4129,4.4767,119,35000000,76000000,en,"Drama, Romance",Sam Mendes,Leonardo DiCaprio,regular
663,Saw IV,2007-10-25,6.167,4127,4.9236,93,10000000,139352653,en,"Horror, Thriller, Crime",Darren Lynn Bousman,Tobin Bell,regular
16871,Drag Me to Hell,2009-05-27,6.484,4120,6.0289,99,30000000,91388487,en,"Horror, Thriller",Sam Raimi,Alison Lohman,regular
301337,Downsizing,2017-12-22,5.404,4118,4.2986,135,68000000,55003890,en,"Drama, Science Fiction, Comedy",Alexander Payne,Matt Damon,regular
11619,Flushed Away,2006-10-22,6.331,4118,7.6099,85,149000000,178120010,en,"Adventure, Animation, Comedy, Family",David Bowers,Hugh Jackman,regular
8271,Disturbia,2007-03-27,6.69,4113,5.7326,105,20000000,117760134,en,"Thriller, Drama, Mystery",D.J. Caruso,Shia LaBeouf,regular
55779,Final Destination 5,2011-08-12,6.156,4110,6.8611,91,40000000,157887643,en,"Horror, Mystery",Steven Quale,Nicholas D'Agosto,regular
2253,Valkyrie,2008-12-25,6.962,4107,5.407,121,75000000,200276000,en,"Drama, Thriller, War",Bryan Singer,Tom Cruise,regular
9804,Waterworld,1995-07-28,6.236,4103,5.9032,135,175000000,264218220,en,"Adventure, Action, Science Fiction",Kevin Reynolds,Kevin Costner,regular
71676,Ghost Rider: Spirit of Vengeance,2011-12-10,5.026,4101,7.8535,96,57000000,132563930,en,"Action, Fantasy, Thriller",Mark Neveldine,Nicolas Cage,regular
882598,Smile,2022-09-23,6.672,4090,8.2151,115,17000000,217408513,en,"Horror, Mystery",Parker Finn,Sosie Bacon,regular
72710,The Host,2013-03-22,6.285,4092,4.2315,126,44000000,63300000,en,"Action, Adventure, Science Fiction",Andrew Niccol,Saoirse Ronan,regular
10661,You Don't Mess with the Zohan,2008-06-05,5.717,4085,5.3979,113,90000000,204313400,en,"Comedy, Action",Dennis Dugan,Adam Sandler,regular
646,Dr. No,1962-10-07,7.0,4083,9.7832,110,1000000,59000000,en,"Adventure, Action, Thriller",Terence Young,Sean Connery,regular
4234,Scream 3,2000-02-04,6.011,4082,7.2922,116,40000000,161838076,en,"Horror, Mystery",Wes Craven,Neve Campbell,regular
400535,Sicario: Day of the Soldado,2018-06-27,6.944,4066,7.3611,122,35000000,75836683,en,"Action, Crime, Thriller",Stefano Sollima,Benicio del Toro,regular
72976,Lincoln,2012-11-09,6.847,4064,5.5313,150,65000000,275300000,en,"History, Drama",Steven Spielberg,Daniel Day-Lewis,regular
10184,He's Just Not That Into You,2009-02-06,6.625,4064,7.8274,129,40000000,178866158,en,"Comedy, Romance, Drama",Ken Kwapis,Ginnifer Goodwin,regular
10591,The Girl Next Door,2004-04-09,6.748,4057,12.7351,110,21000000,31635150,en,"Comedy, Romance",Luke Greenfield,Emile Hirsch,regular
122081,Spring Breakers,2013-03-06,5.256,4044,3.2908,94,5000000,32016127,en,"Drama, Crime",Harmony Korine,James Franco,regular
5038,Vicky Cristina Barcelona,2008-08-15,6.802,4036,4.5273,96,15000000,96409830,en,"Drama, Romance",Woody Allen,Scarlett Johansson,regular
